ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
goldfish,crocodile,sheep,bluebird,sparrow,snake,bat,snail,horse,"['stim7', 'stim3', 'stim4', 'stim5', 'stim6', 'stim1', 'stim2', 'stim8']","['snail', 'bluebird', 'sparrow', 'snake', 'bat', 'crocodile', 'sheep', 'horse']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
snail,butterfly,snake,elephant,bat,whale,bear,eagle,hog,"['stim2', 'stim1', 'stim4', 'stim7', 'stim5', 'stim8', 'stim6', 'stim3']","['snake', 'butterfly', 'bat', 'eagle', 'whale', 'hog', 'bear', 'elephant']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
crocodile,rat,snake,owl,giraffe,bluebird,ant,snail,horse,"['stim2', 'stim8', 'stim7', 'stim1', 'stim4', 'stim6', 'stim3', 'stim5']","['snake', 'horse', 'snail', 'rat', 'giraffe', 'ant', 'owl', 'bluebird']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
tiger,monkey,sheep,cow,giraffe,sparrow,elephant,dolphin,ladybug,"['stim4', 'stim1', 'stim6', 'stim3', 'stim2', 'stim7', 'stim5', 'stim8']","['giraffe', 'monkey', 'elephant', 'cow', 'sheep', 'dolphin', 'sparrow', 'ladybug']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
duck,horse,bat,snail,whale,bluebird,sheep,goat,owl,"['stim8', 'stim5', 'stim2', 'stim6', 'stim7', 'stim3', 'stim1', 'stim4']","['owl', 'bluebird', 'bat', 'sheep', 'goat', 'snail', 'horse', 'whale']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
sheep,snake,turtle,owl,frog,dolphin,hog,monkey,spider,"['stim6', 'stim7', 'stim5', 'stim2', 'stim4', 'stim1', 'stim3', 'stim8']","['hog', 'monkey', 'dolphin', 'turtle', 'frog', 'snake', 'owl', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
ladybug,crocodile,horse,sparrow,goldfish,turkey,bluebird,butterfly,cow,"['stim7', 'stim6', 'stim3', 'stim5', 'stim4', 'stim1', 'stim8', 'stim2']","['butterfly', 'bluebird', 'sparrow', 'turkey', 'goldfish', 'crocodile', 'cow', 'horse']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
turkey,butterfly,cat,mouse,sheep,owl,snail,giraffe,snake,"['stim5', 'stim4', 'stim2', 'stim3', 'stim1', 'stim7', 'stim8', 'stim6']","['owl', 'sheep', 'cat', 'mouse', 'butterfly', 'giraffe', 'snake', 'snail']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
frog,turkey,bear,cat,bat,duck,sparrow,ant,hog,"['stim7', 'stim5', 'stim4', 'stim6', 'stim1', 'stim8', 'stim3', 'stim2']","['ant', 'duck', 'bat', 'sparrow', 'turkey', 'hog', 'cat', 'bear']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
lizard,dog,bear,snail,hog,cow,fox,bat,shark,"['stim3', 'stim4', 'stim5', 'stim7', 'stim6', 'stim1', 'stim2', 'stim8']","['snail', 'hog', 'cow', 'bat', 'fox', 'dog', 'bear', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
turtle,bluebird,giraffe,shark,elephant,turkey,crocodile,goat,cow,"['stim6', 'stim5', 'stim1', 'stim8', 'stim7', 'stim4', 'stim2', 'stim3']","['crocodile', 'turkey', 'bluebird', 'cow', 'goat', 'elephant', 'giraffe', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
mouse,bear,ladybug,hog,lizard,monkey,butterfly,sparrow,fox,"['stim3', 'stim8', 'stim1', 'stim5', 'stim4', 'stim7', 'stim2', 'stim6']","['hog', 'fox', 'bear', 'monkey', 'lizard', 'sparrow', 'ladybug', 'butterfly']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
crocodile,eagle,monkey,mouse,dolphin,pigeon,fox,dog,bat,"['stim3', 'stim7', 'stim4', 'stim6', 'stim2', 'stim8', 'stim1', 'stim5']","['mouse', 'dog', 'dolphin', 'fox', 'monkey', 'bat', 'eagle', 'pigeon']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
mouse,frog,rat,giraffe,goldfish,dolphin,snake,cow,whale,"['stim2', 'stim7', 'stim3', 'stim1', 'stim6', 'stim5', 'stim4', 'stim8']","['rat', 'cow', 'giraffe', 'frog', 'snake', 'dolphin', 'goldfish', 'whale']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
rat,snake,sheep,turkey,butterfly,goat,spider,cat,shark,"['stim5', 'stim2', 'stim7', 'stim3', 'stim1', 'stim6', 'stim4', 'stim8']","['goat', 'sheep', 'cat', 'turkey', 'snake', 'spider', 'butterfly', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
bear,goat,whale,shark,bat,cow,fox,spider,snake,"['stim5', 'stim6', 'stim1', 'stim4', 'stim2', 'stim3', 'stim8', 'stim7']","['cow', 'fox', 'goat', 'bat', 'whale', 'shark', 'snake', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
lizard,sparrow,snake,crocodile,shark,frog,turtle,bat,turkey,"['stim5', 'stim2', 'stim6', 'stim3', 'stim7', 'stim1', 'stim8', 'stim4']","['frog', 'snake', 'turtle', 'crocodile', 'bat', 'sparrow', 'turkey', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
duck,cow,frog,pigeon,lizard,turkey,turtle,bear,tiger,"['stim5', 'stim3', 'stim4', 'stim6', 'stim2', 'stim1', 'stim7', 'stim8']","['turkey', 'pigeon', 'lizard', 'turtle', 'frog', 'cow', 'bear', 'tiger']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
snake,crocodile,turkey,turtle,sheep,fox,whale,horse,monkey,"['stim3', 'stim1', 'stim5', 'stim4', 'stim2', 'stim7', 'stim8', 'stim6']","['turtle', 'crocodile', 'fox', 'sheep', 'turkey', 'horse', 'monkey', 'whale']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
mouse,pigeon,duck,ant,snail,horse,shark,dog,tiger,"['stim7', 'stim5', 'stim8', 'stim2', 'stim1', 'stim3', 'stim4', 'stim6']","['dog', 'horse', 'tiger', 'duck', 'pigeon', 'ant', 'snail', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
butterfly,eagle,duck,cow,fox,goldfish,mouse,frog,ladybug,"['stim8', 'stim2', 'stim1', 'stim7', 'stim5', 'stim6', 'stim3', 'stim4']","['ladybug', 'duck', 'eagle', 'frog', 'goldfish', 'mouse', 'cow', 'fox']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
monkey,elephant,goldfish,turkey,giraffe,mouse,fox,lizard,goat,"['stim1', 'stim6', 'stim5', 'stim4', 'stim8', 'stim7', 'stim3', 'stim2']","['elephant', 'fox', 'mouse', 'giraffe', 'goat', 'lizard', 'turkey', 'goldfish']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
elephant,goldfish,spider,fox,horse,snake,cow,duck,pigeon,"['stim4', 'stim6', 'stim3', 'stim7', 'stim8', 'stim5', 'stim2', 'stim1']","['horse', 'cow', 'fox', 'duck', 'pigeon', 'snake', 'spider', 'goldfish']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
ant,pigeon,sparrow,snake,spider,goldfish,ladybug,monkey,eagle,"['stim4', 'stim3', 'stim6', 'stim5', 'stim2', 'stim1', 'stim8', 'stim7']","['spider', 'snake', 'ladybug', 'goldfish', 'sparrow', 'pigeon', 'eagle', 'monkey']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
bluebird,snail,ladybug,eagle,ant,duck,mouse,giraffe,goat,"['stim3', 'stim5', 'stim6', 'stim8', 'stim7', 'stim2', 'stim4', 'stim1']","['eagle', 'duck', 'mouse', 'goat', 'giraffe', 'ladybug', 'ant', 'snail']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
dolphin,tiger,turtle,spider,bluebird,cow,ant,frog,duck,"['stim1', 'stim5', 'stim8', 'stim2', 'stim7', 'stim4', 'stim6', 'stim3']","['tiger', 'cow', 'duck', 'turtle', 'frog', 'bluebird', 'ant', 'spider']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
shark,mouse,dolphin,butterfly,ant,duck,tiger,lizard,bluebird,"['stim2', 'stim6', 'stim7', 'stim1', 'stim5', 'stim8', 'stim4', 'stim3']","['dolphin', 'tiger', 'lizard', 'mouse', 'duck', 'bluebird', 'ant', 'butterfly']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
eagle,lizard,turtle,frog,shark,dog,ladybug,goldfish,monkey,"['stim1', 'stim3', 'stim2', 'stim5', 'stim6', 'stim8', 'stim7', 'stim4']","['lizard', 'frog', 'turtle', 'dog', 'ladybug', 'monkey', 'goldfish', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
whale,horse,rat,ant,sheep,eagle,dolphin,fox,cat,"['stim6', 'stim1', 'stim8', 'stim7', 'stim4', 'stim2', 'stim5', 'stim3']","['dolphin', 'horse', 'cat', 'fox', 'sheep', 'rat', 'eagle', 'ant']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
frog,turtle,ant,duck,giraffe,whale,pigeon,horse,dolphin,"['stim1', 'stim3', 'stim2', 'stim6', 'stim4', 'stim7', 'stim8', 'stim5']","['turtle', 'duck', 'ant', 'pigeon', 'giraffe', 'horse', 'dolphin', 'whale']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
giraffe,mouse,hog,sheep,lizard,rat,whale,cat,frog,"['stim7', 'stim3', 'stim2', 'stim5', 'stim1', 'stim6', 'stim4', 'stim8']","['cat', 'sheep', 'hog', 'rat', 'mouse', 'whale', 'lizard', 'frog']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
butterfly,monkey,lizard,turtle,shark,bat,turkey,whale,crocodile,"['stim5', 'stim2', 'stim3', 'stim6', 'stim8', 'stim1', 'stim7', 'stim4']","['bat', 'lizard', 'turtle', 'turkey', 'crocodile', 'monkey', 'whale', 'shark']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
cat,whale,ladybug,rat,bluebird,lizard,owl,pigeon,bat,"['stim3', 'stim5', 'stim6', 'stim7', 'stim4', 'stim8', 'stim1', 'stim2']","['rat', 'lizard', 'owl', 'pigeon', 'bluebird', 'bat', 'whale', 'ladybug']",S4,5,2021_Oct_06_0920,image_exp,3.2.4,60.2873437
