ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
tiger,sparrow,sheep,monkey,elephant,ladybug,cow,dolphin,giraffe,"['stim4', 'stim8', 'stim3', 'stim6', 'stim2', 'stim7', 'stim1', 'stim5']","['elephant', 'giraffe', 'monkey', 'cow', 'sheep', 'dolphin', 'sparrow', 'ladybug']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
mouse,monkey,ladybug,bear,butterfly,fox,hog,sparrow,lizard,"['stim6', 'stim5', 'stim1', 'stim3', 'stim8', 'stim7', 'stim2', 'stim4']","['hog', 'fox', 'monkey', 'bear', 'lizard', 'sparrow', 'ladybug', 'butterfly']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
bear,turtle,mouse,duck,turkey,sheep,dolphin,hog,bluebird,"['stim5', 'stim7', 'stim6', 'stim2', 'stim4', 'stim3', 'stim1', 'stim8']","['sheep', 'hog', 'dolphin', 'mouse', 'turkey', 'duck', 'turtle', 'bluebird']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
hog,cow,bluebird,spider,dog,crocodile,ant,snake,elephant,"['stim1', 'stim4', 'stim8', 'stim5', 'stim7', 'stim2', 'stim6', 'stim3']","['cow', 'dog', 'elephant', 'crocodile', 'snake', 'bluebird', 'ant', 'spider']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
monkey,ant,bat,dog,horse,crocodile,duck,dolphin,turtle,"['stim4', 'stim3', 'stim2', 'stim7', 'stim6', 'stim5', 'stim8', 'stim1']","['horse', 'dog', 'bat', 'dolphin', 'duck', 'crocodile', 'turtle', 'ant']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
cow,giraffe,bear,ant,owl,cat,hog,butterfly,horse,"['stim6', 'stim8', 'stim5', 'stim1', 'stim2', 'stim4', 'stim3', 'stim7']","['hog', 'horse', 'cat', 'giraffe', 'bear', 'owl', 'ant', 'butterfly']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
eagle,dog,turtle,lizard,ladybug,monkey,frog,goldfish,shark,"['stim3', 'stim6', 'stim2', 'stim1', 'stim4', 'stim5', 'stim7', 'stim8']","['lizard', 'frog', 'turtle', 'dog', 'ladybug', 'monkey', 'goldfish', 'shark']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
rat,goat,sheep,snake,spider,shark,turkey,cat,butterfly,"['stim2', 'stim1', 'stim7', 'stim3', 'stim6', 'stim4', 'stim8', 'stim5']","['sheep', 'goat', 'cat', 'snake', 'turkey', 'spider', 'butterfly', 'shark']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
snake,fox,turkey,crocodile,whale,monkey,turtle,horse,sheep,"['stim3', 'stim6', 'stim2', 'stim8', 'stim1', 'stim7', 'stim5', 'stim4']","['crocodile', 'turtle', 'turkey', 'sheep', 'fox', 'horse', 'monkey', 'whale']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
turtle,butterfly,horse,hog,fox,spider,crocodile,giraffe,frog,"['stim8', 'stim6', 'stim3', 'stim4', 'stim2', 'stim7', 'stim1', 'stim5']","['frog', 'crocodile', 'hog', 'fox', 'horse', 'giraffe', 'butterfly', 'spider']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
tiger,rat,goldfish,horse,giraffe,bear,monkey,turkey,hog,"['stim5', 'stim3', 'stim4', 'stim6', 'stim1', 'stim8', 'stim7', 'stim2']","['bear', 'horse', 'giraffe', 'monkey', 'rat', 'hog', 'turkey', 'goldfish']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
eagle,fox,ant,elephant,owl,dog,ladybug,snake,horse,"['stim4', 'stim1', 'stim5', 'stim8', 'stim7', 'stim3', 'stim2', 'stim6']","['owl', 'fox', 'dog', 'horse', 'snake', 'elephant', 'ant', 'ladybug']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
fox,owl,crocodile,duck,spider,butterfly,shark,snail,turkey,"['stim2', 'stim8', 'stim3', 'stim1', 'stim6', 'stim7', 'stim4', 'stim5']","['crocodile', 'turkey', 'duck', 'owl', 'shark', 'snail', 'spider', 'butterfly']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
fox,bluebird,tiger,bear,dolphin,goldfish,pigeon,goat,giraffe,"['stim7', 'stim2', 'stim3', 'stim8', 'stim4', 'stim6', 'stim1', 'stim5']","['goat', 'tiger', 'bear', 'giraffe', 'dolphin', 'pigeon', 'bluebird', 'goldfish']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
whale,giraffe,bat,hog,bluebird,pigeon,snail,tiger,spider,"['stim7', 'stim1', 'stim3', 'stim2', 'stim5', 'stim4', 'stim6', 'stim8']","['tiger', 'giraffe', 'hog', 'bat', 'pigeon', 'bluebird', 'snail', 'spider']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
butterfly,ant,crocodile,bear,snail,turkey,tiger,owl,sheep,"['stim1', 'stim4', 'stim7', 'stim5', 'stim2', 'stim8', 'stim3', 'stim6']","['ant', 'snail', 'owl', 'turkey', 'crocodile', 'sheep', 'bear', 'tiger']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
rat,lizard,ant,tiger,frog,pigeon,hog,cow,mouse,"['stim8', 'stim6', 'stim7', 'stim1', 'stim5', 'stim4', 'stim3', 'stim2']","['mouse', 'hog', 'cow', 'lizard', 'pigeon', 'frog', 'tiger', 'ant']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
goat,cow,rat,sheep,horse,whale,mouse,duck,spider,"['stim3', 'stim1', 'stim4', 'stim6', 'stim2', 'stim5', 'stim7', 'stim8']","['sheep', 'cow', 'horse', 'mouse', 'rat', 'whale', 'duck', 'spider']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
snail,whale,snake,butterfly,bear,hog,elephant,eagle,bat,"['stim2', 'stim3', 'stim8', 'stim5', 'stim7', 'stim6', 'stim4', 'stim1']","['snake', 'butterfly', 'bat', 'hog', 'eagle', 'elephant', 'bear', 'whale']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
goat,bear,hog,whale,ant,cow,ladybug,turtle,eagle,"['stim5', 'stim2', 'stim1', 'stim7', 'stim3', 'stim8', 'stim4', 'stim6']","['cow', 'hog', 'bear', 'turtle', 'whale', 'eagle', 'ant', 'ladybug']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
turkey,cat,bat,turtle,pigeon,shark,bluebird,ant,giraffe,"['stim4', 'stim6', 'stim2', 'stim3', 'stim1', 'stim8', 'stim7', 'stim5']","['pigeon', 'bluebird', 'bat', 'turtle', 'cat', 'giraffe', 'ant', 'shark']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
goat,sparrow,owl,tiger,turkey,monkey,goldfish,frog,bat,"['stim3', 'stim5', 'stim8', 'stim4', 'stim2', 'stim1', 'stim7', 'stim6']","['tiger', 'monkey', 'bat', 'turkey', 'owl', 'sparrow', 'frog', 'goldfish']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
cat,spider,elephant,turtle,bear,crocodile,shark,eagle,frog,"['stim4', 'stim2', 'stim3', 'stim8', 'stim5', 'stim7', 'stim6', 'stim1']","['bear', 'elephant', 'turtle', 'frog', 'crocodile', 'eagle', 'shark', 'spider']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
shark,duck,dolphin,mouse,tiger,bluebird,butterfly,lizard,ant,"['stim2', 'stim4', 'stim7', 'stim3', 'stim1', 'stim5', 'stim8', 'stim6']","['dolphin', 'tiger', 'lizard', 'mouse', 'duck', 'bluebird', 'ant', 'butterfly']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
horse,duck,lizard,shark,butterfly,mouse,frog,dog,tiger,"['stim7', 'stim8', 'stim5', 'stim1', 'stim2', 'stim3', 'stim6', 'stim4']","['dog', 'tiger', 'mouse', 'duck', 'lizard', 'shark', 'frog', 'butterfly']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
sparrow,goldfish,dog,ladybug,fox,butterfly,dolphin,owl,goat,"['stim7', 'stim3', 'stim1', 'stim8', 'stim4', 'stim5', 'stim2', 'stim6']","['owl', 'ladybug', 'goldfish', 'goat', 'fox', 'butterfly', 'dog', 'dolphin']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
spider,sparrow,mouse,fox,bluebird,dog,elephant,goat,bat,"['stim8', 'stim2', 'stim1', 'stim4', 'stim7', 'stim3', 'stim5', 'stim6']","['bat', 'mouse', 'sparrow', 'bluebird', 'goat', 'fox', 'dog', 'elephant']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
spider,pigeon,bear,whale,butterfly,crocodile,goldfish,eagle,shark,"['stim4', 'stim5', 'stim6', 'stim1', 'stim7', 'stim8', 'stim3', 'stim2']","['butterfly', 'crocodile', 'goldfish', 'pigeon', 'eagle', 'shark', 'whale', 'bear']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
turtle,elephant,cat,cow,ant,duck,sparrow,snail,snake,"['stim8', 'stim7', 'stim5', 'stim3', 'stim2', 'stim1', 'stim6', 'stim4']","['snake', 'snail', 'duck', 'cow', 'cat', 'elephant', 'sparrow', 'ant']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
bat,cow,owl,mouse,dog,bluebird,butterfly,giraffe,ladybug,"['stim3', 'stim5', 'stim2', 'stim1', 'stim4', 'stim7', 'stim6', 'stim8']","['mouse', 'bluebird', 'owl', 'cow', 'dog', 'giraffe', 'butterfly', 'ladybug']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
cow,bluebird,whale,giraffe,mouse,turtle,owl,elephant,crocodile,"['stim4', 'stim3', 'stim7', 'stim8', 'stim2', 'stim5', 'stim6', 'stim1']","['mouse', 'giraffe', 'elephant', 'crocodile', 'whale', 'turtle', 'owl', 'bluebird']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
bat,owl,cow,eagle,pigeon,monkey,elephant,cat,ant,"['stim3', 'stim4', 'stim1', 'stim2', 'stim7', 'stim5', 'stim6', 'stim8']","['eagle', 'pigeon', 'owl', 'cow', 'cat', 'monkey', 'elephant', 'ant']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
mouse,horse,duck,pigeon,shark,tiger,ant,dog,snail,"['stim7', 'stim1', 'stim3', 'stim2', 'stim5', 'stim8', 'stim6', 'stim4']","['dog', 'horse', 'pigeon', 'duck', 'tiger', 'snail', 'ant', 'shark']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
bear,cow,eagle,elephant,turtle,dog,duck,shark,crocodile,"['stim3', 'stim5', 'stim1', 'stim8', 'stim7', 'stim4', 'stim6', 'stim2']","['elephant', 'dog', 'cow', 'crocodile', 'shark', 'turtle', 'duck', 'eagle']",S4,7,2021_Oct_20_1359,image_exp,3.2.4,60.03424533
