ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
sheep,dolphin,turtle,snake,hog,spider,owl,monkey,frog,"['stim4', 'stim7', 'stim1', 'stim6', 'stim2', 'stim8', 'stim3', 'stim5']","['hog', 'monkey', 'dolphin', 'owl', 'turtle', 'frog', 'snake', 'spider']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
rat,sheep,turtle,horse,whale,cat,eagle,bat,ladybug,"['stim7', 'stim1', 'stim5', 'stim3', 'stim6', 'stim2', 'stim4', 'stim8']","['bat', 'sheep', 'cat', 'horse', 'eagle', 'turtle', 'whale', 'ladybug']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
turkey,eagle,bat,monkey,duck,ant,ladybug,horse,tiger,"['stim4', 'stim1', 'stim2', 'stim7', 'stim3', 'stim8', 'stim6', 'stim5']","['duck', 'eagle', 'bat', 'horse', 'monkey', 'tiger', 'ladybug', 'ant']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
whale,eagle,rat,horse,dolphin,cat,ant,fox,sheep,"['stim4', 'stim3', 'stim5', 'stim7', 'stim2', 'stim8', 'stim6', 'stim1']","['dolphin', 'horse', 'cat', 'fox', 'rat', 'sheep', 'ant', 'eagle']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
ladybug,cow,turkey,sheep,pigeon,snail,monkey,rat,snake,"['stim5', 'stim4', 'stim2', 'stim8', 'stim7', 'stim3', 'stim1', 'stim6']","['snail', 'pigeon', 'turkey', 'snake', 'rat', 'sheep', 'cow', 'monkey']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
turkey,frog,whale,horse,monkey,rat,bear,hog,spider,"['stim7', 'stim5', 'stim1', 'stim6', 'stim3', 'stim4', 'stim8', 'stim2']","['hog', 'rat', 'frog', 'bear', 'horse', 'monkey', 'spider', 'whale']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
butterfly,ladybug,duck,giraffe,bluebird,dolphin,hog,goat,elephant,"['stim1', 'stim4', 'stim2', 'stim6', 'stim7', 'stim5', 'stim3', 'stim8']","['ladybug', 'bluebird', 'duck', 'hog', 'goat', 'dolphin', 'giraffe', 'elephant']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
cow,snail,shark,crocodile,spider,goat,whale,duck,sheep,"['stim8', 'stim5', 'stim3', 'stim6', 'stim7', 'stim2', 'stim1', 'stim4']","['sheep', 'goat', 'crocodile', 'whale', 'duck', 'shark', 'snail', 'spider']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
owl,turtle,spider,rat,lizard,crocodile,giraffe,dog,cat,"['stim3', 'stim4', 'stim1', 'stim8', 'stim7', 'stim5', 'stim6', 'stim2']","['rat', 'lizard', 'turtle', 'cat', 'dog', 'crocodile', 'giraffe', 'spider']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
spider,snake,sheep,turkey,horse,owl,goldfish,dolphin,pigeon,"['stim1', 'stim6', 'stim8', 'stim5', 'stim3', 'stim2', 'stim4', 'stim7']","['snake', 'goldfish', 'pigeon', 'owl', 'turkey', 'sheep', 'horse', 'dolphin']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
snail,horse,snake,mouse,dolphin,sheep,turtle,tiger,whale,"['stim2', 'stim6', 'stim3', 'stim5', 'stim4', 'stim8', 'stim1', 'stim7']","['snake', 'turtle', 'mouse', 'sheep', 'dolphin', 'whale', 'horse', 'tiger']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
owl,turkey,elephant,frog,mouse,eagle,ant,cow,sparrow,"['stim5', 'stim8', 'stim1', 'stim4', 'stim3', 'stim7', 'stim2', 'stim6']","['eagle', 'sparrow', 'turkey', 'mouse', 'frog', 'cow', 'elephant', 'ant']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
hog,elephant,bear,snail,cat,owl,bluebird,sparrow,mouse,"['stim4', 'stim2', 'stim1', 'stim5', 'stim8', 'stim7', 'stim6', 'stim3']","['cat', 'bear', 'elephant', 'owl', 'mouse', 'sparrow', 'bluebird', 'snail']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
bluebird,sparrow,turkey,crocodile,goldfish,mouse,sheep,butterfly,goat,"['stim1', 'stim2', 'stim5', 'stim6', 'stim8', 'stim3', 'stim4', 'stim7']","['sparrow', 'turkey', 'mouse', 'sheep', 'goat', 'crocodile', 'goldfish', 'butterfly']",S4,8,2021_Oct_22_1008,image_exp,3.2.4,60.92022473
