ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
snail,hog,shark,frog,bluebird,butterfly,crocodile,goat,giraffe,"['stim6', 'stim3', 'stim5', 'stim1', 'stim7', 'stim4', 'stim8', 'stim2']","['crocodile', 'frog', 'butterfly', 'hog', 'goat', 'bluebird', 'giraffe', 'shark']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
turtle,butterfly,giraffe,hog,horse,fox,spider,frog,crocodile,"['stim7', 'stim8', 'stim3', 'stim5', 'stim4', 'stim2', 'stim6', 'stim1']","['frog', 'crocodile', 'hog', 'fox', 'horse', 'giraffe', 'spider', 'butterfly']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
whale,owl,hog,spider,turkey,mouse,shark,dog,turtle,"['stim6', 'stim7', 'stim5', 'stim2', 'stim8', 'stim4', 'stim1', 'stim3']","['shark', 'dog', 'mouse', 'hog', 'turtle', 'turkey', 'owl', 'spider']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
crocodile,pigeon,goat,ladybug,dolphin,sheep,cow,turkey,goldfish,"['stim6', 'stim2', 'stim5', 'stim7', 'stim4', 'stim1', 'stim3', 'stim8']","['cow', 'goat', 'sheep', 'turkey', 'dolphin', 'pigeon', 'ladybug', 'goldfish']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
sheep,dolphin,monkey,snake,turtle,hog,spider,frog,owl,"['stim5', 'stim2', 'stim1', 'stim4', 'stim7', 'stim3', 'stim8', 'stim6']","['hog', 'monkey', 'dolphin', 'turtle', 'frog', 'snake', 'owl', 'spider']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
whale,eagle,fox,horse,rat,dolphin,cat,sheep,ant,"['stim5', 'stim3', 'stim6', 'stim7', 'stim2', 'stim4', 'stim1', 'stim8']","['dolphin', 'horse', 'cat', 'sheep', 'fox', 'rat', 'eagle', 'ant']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
dolphin,eagle,pigeon,owl,monkey,whale,elephant,butterfly,lizard,"['stim5', 'stim6', 'stim4', 'stim8', 'stim3', 'stim1', 'stim2', 'stim7']","['whale', 'elephant', 'monkey', 'lizard', 'owl', 'eagle', 'pigeon', 'butterfly']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
owl,turtle,dog,rat,spider,lizard,crocodile,cat,giraffe,"['stim3', 'stim7', 'stim2', 'stim8', 'stim5', 'stim6', 'stim1', 'stim4']","['rat', 'cat', 'dog', 'giraffe', 'lizard', 'crocodile', 'turtle', 'spider']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
ant,lizard,sheep,bat,dolphin,shark,whale,dog,mouse,"['stim1', 'stim8', 'stim3', 'stim2', 'stim7', 'stim4', 'stim5', 'stim6']","['lizard', 'mouse', 'bat', 'sheep', 'dog', 'dolphin', 'shark', 'whale']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
whale,dolphin,ant,duck,cow,shark,butterfly,lizard,owl,"['stim1', 'stim5', 'stim4', 'stim7', 'stim3', 'stim8', 'stim2', 'stim6']","['dolphin', 'shark', 'cow', 'lizard', 'duck', 'owl', 'ant', 'butterfly']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
ant,elephant,tiger,duck,fox,frog,owl,bluebird,goat,"['stim5', 'stim7', 'stim3', 'stim6', 'stim8', 'stim4', 'stim1', 'stim2']","['frog', 'bluebird', 'duck', 'owl', 'goat', 'fox', 'elephant', 'tiger']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
owl,bear,eagle,dolphin,butterfly,frog,monkey,dog,rat,"['stim2', 'stim8', 'stim7', 'stim4', 'stim5', 'stim1', 'stim6', 'stim3']","['eagle', 'rat', 'dog', 'butterfly', 'frog', 'bear', 'monkey', 'dolphin']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
shark,owl,pigeon,cat,spider,sheep,whale,frog,rat,"['stim6', 'stim3', 'stim5', 'stim8', 'stim7', 'stim1', 'stim2', 'stim4']","['whale', 'cat', 'sheep', 'rat', 'frog', 'owl', 'pigeon', 'spider']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
horse,bear,monkey,sparrow,elephant,dolphin,pigeon,snake,cow,"['stim4', 'stim5', 'stim2', 'stim8', 'stim1', 'stim7', 'stim6', 'stim3']","['elephant', 'dolphin', 'monkey', 'cow', 'bear', 'snake', 'pigeon', 'sparrow']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
goat,bear,turtle,whale,hog,ant,cow,eagle,ladybug,"['stim6', 'stim4', 'stim1', 'stim3', 'stim2', 'stim7', 'stim5', 'stim8']","['cow', 'hog', 'bear', 'whale', 'turtle', 'eagle', 'ant', 'ladybug']",S4,3,2021_Oct_01_1528,image_exp,3.2.4,60.0443353
