ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
goat,butterfly,bear,turtle,shark,snake,cat,crocodile,bluebird,"['stim6', 'stim2', 'stim7', 'stim3', 'stim8', 'stim5', 'stim1', 'stim4']","['cat', 'bear', 'crocodile', 'turtle', 'bluebird', 'snake', 'butterfly', 'shark']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
sheep,goldfish,cow,elephant,bat,duck,butterfly,ant,bluebird,"['stim2', 'stim3', 'stim4', 'stim5', 'stim8', 'stim7', 'stim6', 'stim1']","['cow', 'elephant', 'bat', 'duck', 'bluebird', 'ant', 'butterfly', 'goldfish']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
lizard,bat,frog,turkey,crocodile,shark,snake,sparrow,turtle,"['stim2', 'stim6', 'stim4', 'stim1', 'stim8', 'stim3', 'stim7', 'stim5']","['frog', 'snake', 'crocodile', 'bat', 'turtle', 'turkey', 'sparrow', 'shark']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
cat,ant,turkey,tiger,hog,giraffe,snail,bat,bluebird,"['stim3', 'stim4', 'stim5', 'stim7', 'stim2', 'stim8', 'stim1', 'stim6']","['tiger', 'hog', 'giraffe', 'bat', 'turkey', 'bluebird', 'ant', 'snail']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
owl,duck,fox,snake,goat,horse,bat,hog,whale,"['stim1', 'stim6', 'stim7', 'stim4', 'stim2', 'stim5', 'stim3', 'stim8']","['duck', 'bat', 'hog', 'goat', 'fox', 'horse', 'snake', 'whale']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
giraffe,goat,monkey,turkey,ladybug,pigeon,crocodile,bat,duck,"['stim2', 'stim1', 'stim6', 'stim3', 'stim7', 'stim5', 'stim8', 'stim4']","['monkey', 'goat', 'crocodile', 'turkey', 'bat', 'pigeon', 'duck', 'ladybug']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
pigeon,giraffe,crocodile,frog,whale,bear,ladybug,sheep,fox,"['stim7', 'stim8', 'stim3', 'stim2', 'stim6', 'stim1', 'stim5', 'stim4']","['sheep', 'fox', 'frog', 'crocodile', 'ladybug', 'giraffe', 'bear', 'whale']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
lizard,frog,snake,butterfly,monkey,sheep,bluebird,duck,mouse,"['stim1', 'stim2', 'stim7', 'stim8', 'stim6', 'stim5', 'stim4', 'stim3']","['frog', 'snake', 'duck', 'mouse', 'bluebird', 'sheep', 'monkey', 'butterfly']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
eagle,snake,fox,dog,ladybug,horse,ant,elephant,owl,"['stim8', 'stim3', 'stim2', 'stim4', 'stim5', 'stim7', 'stim1', 'stim6']","['owl', 'dog', 'fox', 'ladybug', 'horse', 'elephant', 'snake', 'ant']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
ant,dolphin,lizard,frog,crocodile,turtle,bear,turkey,bluebird,"['stim2', 'stim3', 'stim5', 'stim8', 'stim7', 'stim4', 'stim6', 'stim1']","['lizard', 'frog', 'turtle', 'bluebird', 'turkey', 'crocodile', 'bear', 'dolphin']",S4,1,2021_Sep_23_1336,image_exp,3.2.4,59.99433042
