ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
bat,cat,elephant,owl,eagle,ant,cow,monkey,pigeon,"['stim1', 'stim6', 'stim7', 'stim2', 'stim8', 'stim4', 'stim3', 'stim5']","['cat', 'cow', 'monkey', 'elephant', 'pigeon', 'eagle', 'owl', 'ant']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
butterfly,owl,tiger,ant,bear,sheep,crocodile,turkey,snail,"['stim3', 'stim8', 'stim1', 'stim7', 'stim6', 'stim5', 'stim4', 'stim2']","['ant', 'snail', 'owl', 'turkey', 'crocodile', 'sheep', 'bear', 'tiger']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
crocodile,goat,goldfish,pigeon,ladybug,turkey,dolphin,cow,sheep,"['stim4', 'stim2', 'stim5', 'stim3', 'stim7', 'stim1', 'stim8', 'stim6']","['ladybug', 'goldfish', 'turkey', 'pigeon', 'cow', 'goat', 'sheep', 'dolphin']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
ant,hog,monkey,cat,snail,cow,sparrow,whale,dog,"['stim4', 'stim6', 'stim1', 'stim5', 'stim3', 'stim8', 'stim7', 'stim2']","['snail', 'sparrow', 'hog', 'cow', 'cat', 'dog', 'whale', 'monkey']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
snail,fox,sparrow,turkey,monkey,cat,duck,ladybug,pigeon,"['stim7', 'stim3', 'stim2', 'stim8', 'stim6', 'stim1', 'stim5', 'stim4']","['ladybug', 'turkey', 'sparrow', 'pigeon', 'duck', 'fox', 'cat', 'monkey']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
goat,turtle,ladybug,bear,whale,eagle,hog,cow,ant,"['stim7', 'stim6', 'stim3', 'stim4', 'stim1', 'stim5', 'stim8', 'stim2']","['cow', 'hog', 'bear', 'whale', 'turtle', 'eagle', 'ant', 'ladybug']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
monkey,lizard,hog,whale,goat,sparrow,ladybug,snail,bear,"['stim8', 'stim4', 'stim2', 'stim3', 'stim1', 'stim5', 'stim7', 'stim6']","['bear', 'goat', 'hog', 'whale', 'lizard', 'sparrow', 'snail', 'ladybug']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
cat,ant,hog,turkey,bat,giraffe,snail,tiger,bluebird,"['stim7', 'stim2', 'stim5', 'stim4', 'stim3', 'stim8', 'stim1', 'stim6']","['tiger', 'hog', 'giraffe', 'bat', 'turkey', 'bluebird', 'ant', 'snail']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
goat,butterfly,shark,bear,crocodile,snake,cat,turtle,bluebird,"['stim6', 'stim3', 'stim4', 'stim7', 'stim8', 'stim5', 'stim2', 'stim1']","['cat', 'bear', 'crocodile', 'turtle', 'bluebird', 'snake', 'shark', 'butterfly']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
owl,dog,giraffe,turtle,rat,cat,spider,crocodile,lizard,"['stim4', 'stim5', 'stim1', 'stim3', 'stim8', 'stim2', 'stim7', 'stim6']","['rat', 'cat', 'dog', 'turtle', 'lizard', 'giraffe', 'crocodile', 'spider']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
mouse,cow,giraffe,dolphin,frog,goldfish,rat,whale,snake,"['stim6', 'stim1', 'stim2', 'stim3', 'stim4', 'stim8', 'stim5', 'stim7']","['rat', 'cow', 'giraffe', 'dolphin', 'frog', 'snake', 'goldfish', 'whale']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
snail,shark,giraffe,hog,frog,goat,bluebird,crocodile,butterfly,"['stim8', 'stim4', 'stim7', 'stim6', 'stim3', 'stim5', 'stim2', 'stim1']","['butterfly', 'frog', 'crocodile', 'bluebird', 'hog', 'goat', 'giraffe', 'shark']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
owl,turtle,bluebird,horse,tiger,crocodile,shark,pigeon,fox,"['stim7', 'stim2', 'stim1', 'stim8', 'stim5', 'stim3', 'stim4', 'stim6']","['pigeon', 'bluebird', 'turtle', 'fox', 'crocodile', 'horse', 'tiger', 'shark']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
ant,spider,fox,duck,butterfly,goldfish,rat,horse,giraffe,"['stim1', 'stim4', 'stim5', 'stim3', 'stim6', 'stim2', 'stim8', 'stim7']","['spider', 'butterfly', 'goldfish', 'duck', 'rat', 'fox', 'giraffe', 'horse']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
tiger,cat,lizard,mouse,pigeon,shark,snail,owl,frog,"['stim1', 'stim3', 'stim2', 'stim5', 'stim8', 'stim7', 'stim4', 'stim6']","['cat', 'mouse', 'lizard', 'shark', 'frog', 'owl', 'pigeon', 'snail']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
pigeon,ladybug,snail,tiger,spider,horse,eagle,turtle,whale,"['stim6', 'stim7', 'stim1', 'stim2', 'stim5', 'stim3', 'stim8', 'stim4']","['eagle', 'turtle', 'ladybug', 'snail', 'horse', 'tiger', 'whale', 'spider']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
duck,snake,shark,ladybug,fox,dog,sparrow,hog,monkey,"['stim6', 'stim7', 'stim4', 'stim5', 'stim1', 'stim3', 'stim8', 'stim2']","['sparrow', 'hog', 'fox', 'dog', 'snake', 'ladybug', 'monkey', 'shark']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
rat,elephant,snake,giraffe,butterfly,snail,bear,pigeon,ant,"['stim6', 'stim3', 'stim1', 'stim7', 'stim2', 'stim8', 'stim4', 'stim5']","['bear', 'giraffe', 'elephant', 'pigeon', 'snake', 'ant', 'butterfly', 'snail']",S4,10,2021_Oct_29_1202,image_exp,3.2.4,60.03110812
