ref,stim1,stim2,stim3,stim4,stim5,stim6,stim7,stim8,clicks,clicked_stimuli,participant,session,date,expName,psychopyVersion,frameRate
dolphin,bear,turtle,sheep,goat,bat,ladybug,fox,tiger,"['stim4', 'stim3', 'stim8', 'stim1', 'stim2', 'stim5', 'stim7', 'stim6']","['goat', 'sheep', 'tiger', 'bear', 'turtle', 'bat', 'fox', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
turtle,bear,monkey,lizard,dog,owl,sheep,ladybug,eagle,"['stim3', 'stim7', 'stim4', 'stim6', 'stim5', 'stim8', 'stim1', 'stim2']","['lizard', 'ladybug', 'dog', 'sheep', 'owl', 'eagle', 'bear', 'monkey']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
dog,dolphin,pigeon,shark,turtle,cat,monkey,mouse,ant,"['stim5', 'stim1', 'stim7', 'stim6', 'stim4', 'stim3', 'stim2', 'stim8']","['cat', 'dolphin', 'mouse', 'monkey', 'turtle', 'shark', 'pigeon', 'ant']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
whale,goat,sparrow,elephant,tiger,bluebird,frog,crocodile,snake,"['stim3', 'stim4', 'stim1', 'stim7', 'stim8', 'stim6', 'stim2', 'stim5']","['elephant', 'tiger', 'goat', 'crocodile', 'snake', 'frog', 'sparrow', 'bluebird']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
ant,snail,sparrow,monkey,cow,cat,dog,hog,whale,"['stim1', 'stim2', 'stim7', 'stim5', 'stim6', 'stim4', 'stim3', 'stim8']","['snail', 'sparrow', 'hog', 'cat', 'dog', 'cow', 'monkey', 'whale']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
fox,duck,crocodile,shark,turkey,owl,spider,snail,butterfly,"['stim2', 'stim4', 'stim1', 'stim5', 'stim3', 'stim8', 'stim6', 'stim7']","['crocodile', 'turkey', 'duck', 'owl', 'shark', 'butterfly', 'spider', 'snail']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
whale,duck,cow,owl,lizard,dolphin,shark,ant,butterfly,"['stim5', 'stim6', 'stim2', 'stim1', 'stim4', 'stim3', 'stim7', 'stim8']","['dolphin', 'shark', 'cow', 'duck', 'lizard', 'owl', 'ant', 'butterfly']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
goldfish,tiger,bat,giraffe,rat,bear,horse,fox,owl,"['stim2', 'stim4', 'stim8', 'stim7', 'stim6', 'stim3', 'stim5', 'stim1']","['bat', 'rat', 'owl', 'fox', 'horse', 'giraffe', 'bear', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
bluebird,ladybug,whale,shark,pigeon,elephant,snake,tiger,ant,"['stim4', 'stim1', 'stim8', 'stim6', 'stim5', 'stim7', 'stim2', 'stim3']","['pigeon', 'ladybug', 'ant', 'snake', 'elephant', 'tiger', 'whale', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
frog,snail,spider,lizard,sheep,butterfly,dog,goldfish,fox,"['stim3', 'stim1', 'stim2', 'stim4', 'stim6', 'stim7', 'stim8', 'stim5']","['lizard', 'snail', 'spider', 'sheep', 'dog', 'goldfish', 'fox', 'butterfly']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
ant,butterfly,rat,fox,goldfish,duck,giraffe,spider,horse,"['stim7', 'stim1', 'stim4', 'stim5', 'stim2', 'stim3', 'stim8', 'stim6']","['spider', 'butterfly', 'goldfish', 'duck', 'rat', 'fox', 'horse', 'giraffe']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
rat,horse,turtle,eagle,ladybug,sheep,whale,bat,cat,"['stim7', 'stim5', 'stim8', 'stim3', 'stim2', 'stim1', 'stim4', 'stim6']","['bat', 'sheep', 'cat', 'eagle', 'turtle', 'horse', 'ladybug', 'whale']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
whale,eagle,monkey,ladybug,bear,goldfish,crocodile,sheep,goat,"['stim2', 'stim4', 'stim8', 'stim7', 'stim6', 'stim5', 'stim1', 'stim3']","['monkey', 'bear', 'goat', 'sheep', 'crocodile', 'goldfish', 'eagle', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
frog,dog,cow,cat,hog,tiger,snail,owl,snake,"['stim8', 'stim6', 'stim4', 'stim3', 'stim2', 'stim1', 'stim7', 'stim5']","['snake', 'snail', 'hog', 'cat', 'cow', 'dog', 'owl', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
owl,hog,bat,goat,horse,fox,whale,duck,snake,"['stim7', 'stim2', 'stim1', 'stim3', 'stim5', 'stim4', 'stim8', 'stim6']","['duck', 'bat', 'hog', 'goat', 'fox', 'horse', 'snake', 'whale']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
turtle,dolphin,tiger,frog,bat,monkey,mouse,ladybug,fox,"['stim3', 'stim4', 'stim6', 'stim7', 'stim1', 'stim8', 'stim5', 'stim2']","['frog', 'bat', 'mouse', 'ladybug', 'dolphin', 'fox', 'monkey', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
goat,monkey,shark,pigeon,fox,tiger,snake,lizard,dog,"['stim8', 'stim4', 'stim1', 'stim5', 'stim7', 'stim3', 'stim6', 'stim2']","['dog', 'fox', 'monkey', 'tiger', 'lizard', 'pigeon', 'snake', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
horse,rat,ladybug,pigeon,turtle,dolphin,snail,owl,cat,"['stim5', 'stim8', 'stim1', 'stim4', 'stim7', 'stim3', 'stim6', 'stim2']","['dolphin', 'cat', 'rat', 'turtle', 'owl', 'pigeon', 'snail', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
cow,giraffe,whale,owl,crocodile,bluebird,mouse,elephant,turtle,"['stim6', 'stim1', 'stim7', 'stim4', 'stim8', 'stim2', 'stim3', 'stim5']","['mouse', 'giraffe', 'elephant', 'crocodile', 'turtle', 'whale', 'owl', 'bluebird']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
turkey,elephant,goldfish,cow,bear,crocodile,lizard,fox,hog,"['stim8', 'stim7', 'stim6', 'stim3', 'stim5', 'stim4', 'stim1', 'stim2']","['hog', 'fox', 'lizard', 'cow', 'crocodile', 'bear', 'elephant', 'goldfish']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
giraffe,tiger,bear,eagle,cow,goldfish,pigeon,crocodile,shark,"['stim1', 'stim4', 'stim2', 'stim7', 'stim3', 'stim6', 'stim8', 'stim5']","['tiger', 'cow', 'bear', 'crocodile', 'eagle', 'pigeon', 'shark', 'goldfish']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
elephant,goat,rat,ant,crocodile,eagle,sparrow,turtle,owl,"['stim1', 'stim2', 'stim4', 'stim7', 'stim5', 'stim8', 'stim6', 'stim3']","['goat', 'rat', 'crocodile', 'turtle', 'eagle', 'owl', 'sparrow', 'ant']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
lizard,pigeon,owl,ladybug,dolphin,mouse,cat,tiger,duck,"['stim5', 'stim8', 'stim1', 'stim2', 'stim3', 'stim6', 'stim4', 'stim7']","['mouse', 'duck', 'pigeon', 'owl', 'ladybug', 'cat', 'dolphin', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
sheep,snake,mouse,bluebird,shark,owl,cat,tiger,elephant,"['stim6', 'stim2', 'stim8', 'stim7', 'stim5', 'stim3', 'stim1', 'stim4']","['cat', 'mouse', 'elephant', 'tiger', 'owl', 'bluebird', 'snake', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
ant,duck,fox,goat,bluebird,elephant,frog,tiger,owl,"['stim6', 'stim4', 'stim1', 'stim8', 'stim3', 'stim2', 'stim5', 'stim7']","['frog', 'bluebird', 'duck', 'owl', 'goat', 'fox', 'elephant', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
pigeon,crocodile,bluebird,shark,turkey,elephant,bear,mouse,owl,"['stim2', 'stim4', 'stim7', 'stim8', 'stim1', 'stim6', 'stim5', 'stim3']","['bluebird', 'turkey', 'mouse', 'owl', 'crocodile', 'bear', 'elephant', 'shark']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
shark,horse,snail,hog,frog,eagle,elephant,snake,spider,"['stim3', 'stim1', 'stim6', 'stim7', 'stim4', 'stim8', 'stim5', 'stim2']","['hog', 'horse', 'elephant', 'snake', 'frog', 'spider', 'eagle', 'snail']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
dolphin,cow,frog,snake,sparrow,monkey,shark,horse,whale,"['stim8', 'stim6', 'stim7', 'stim1', 'stim5', 'stim2', 'stim3', 'stim4']","['whale', 'shark', 'horse', 'cow', 'monkey', 'frog', 'snake', 'sparrow']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
turtle,hog,horse,crocodile,frog,butterfly,fox,giraffe,spider,"['stim4', 'stim3', 'stim1', 'stim8', 'stim6', 'stim2', 'stim7', 'stim5']","['frog', 'crocodile', 'hog', 'spider', 'fox', 'horse', 'giraffe', 'butterfly']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
pigeon,spider,eagle,snail,horse,tiger,whale,ladybug,turtle,"['stim2', 'stim8', 'stim7', 'stim4', 'stim5', 'stim1', 'stim3', 'stim6']","['eagle', 'turtle', 'ladybug', 'horse', 'tiger', 'spider', 'snail', 'whale']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
rat,owl,turtle,ladybug,duck,crocodile,goldfish,dolphin,monkey,"['stim8', 'stim1', 'stim4', 'stim2', 'stim5', 'stim7', 'stim6', 'stim3']","['monkey', 'owl', 'duck', 'turtle', 'crocodile', 'dolphin', 'goldfish', 'ladybug']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
tiger,horse,goldfish,monkey,hog,rat,giraffe,turkey,bear,"['stim8', 'stim1', 'stim3', 'stim5', 'stim4', 'stim6', 'stim7', 'stim2']","['bear', 'horse', 'monkey', 'rat', 'hog', 'giraffe', 'turkey', 'goldfish']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
cow,crocodile,shark,whale,sheep,snail,spider,duck,goat,"['stim4', 'stim8', 'stim1', 'stim7', 'stim3', 'stim2', 'stim5', 'stim6']","['sheep', 'goat', 'crocodile', 'duck', 'whale', 'shark', 'snail', 'spider']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
goldfish,ant,elephant,butterfly,whale,ladybug,mouse,turkey,turtle,"['stim5', 'stim1', 'stim8', 'stim6', 'stim4', 'stim7', 'stim3', 'stim2']","['ladybug', 'ant', 'turtle', 'mouse', 'whale', 'turkey', 'butterfly', 'elephant']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
goat,snail,bat,spider,giraffe,sheep,elephant,sparrow,dolphin,"['stim5', 'stim4', 'stim6', 'stim8', 'stim2', 'stim7', 'stim3', 'stim1']","['sheep', 'giraffe', 'elephant', 'dolphin', 'bat', 'sparrow', 'spider', 'snail']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
crocodile,dog,horse,shark,turtle,hog,fox,snake,spider,"['stim7', 'stim4', 'stim5', 'stim6', 'stim1', 'stim2', 'stim3', 'stim8']","['snake', 'turtle', 'hog', 'fox', 'dog', 'horse', 'shark', 'spider']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
snail,rat,ant,monkey,cow,dolphin,tiger,spider,cat,"['stim2', 'stim7', 'stim1', 'stim8', 'stim4', 'stim5', 'stim3', 'stim6']","['ant', 'spider', 'rat', 'cat', 'cow', 'dolphin', 'monkey', 'tiger']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
bear,elephant,eagle,duck,crocodile,cow,turtle,shark,dog,"['stim1', 'stim8', 'stim5', 'stim4', 'stim7', 'stim6', 'stim3', 'stim2']","['elephant', 'dog', 'cow', 'crocodile', 'shark', 'turtle', 'duck', 'eagle']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
eagle,cat,whale,hog,mouse,pigeon,butterfly,duck,goat,"['stim5', 'stim7', 'stim4', 'stim1', 'stim3', 'stim8', 'stim6', 'stim2']","['pigeon', 'duck', 'mouse', 'cat', 'hog', 'goat', 'butterfly', 'whale']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
tiger,ant,crocodile,fox,bat,dolphin,sparrow,whale,dog,"['stim8', 'stim3', 'stim5', 'stim2', 'stim4', 'stim7', 'stim6', 'stim1']","['dog', 'fox', 'dolphin', 'crocodile', 'bat', 'whale', 'sparrow', 'ant']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
spider,whale,bear,goldfish,shark,pigeon,butterfly,eagle,crocodile,"['stim6', 'stim3', 'stim8', 'stim5', 'stim7', 'stim4', 'stim1', 'stim2']","['butterfly', 'goldfish', 'crocodile', 'pigeon', 'eagle', 'shark', 'whale', 'bear']",S4,6,2021_Oct_13_1140,image_exp,3.2.4,59.5494016
